title,time,url,abstract
读数观市 | 通胀预期上升，3%再成美国国债收益率关注焦点,2018-04-23 11:27,http://www.sohu.com/a/229141461_320672,伴随发行量暴增引发的英国国债和德国国债的跌势，基准10年期美国国债收益率此前触及2.93%，相距2月创下的2018年年内高点不到2个基点
思·辨 | 贸易战一旦开火，美国大公司最受伤,2018-04-23 11:27,http://www.sohu.com/a/229141087_320672,美国公司在中国的日子那是相当滋润，远不是美国贸易逆差数据所反映得那么糟
河北幼儿园食品安全新动态：快看,2018-04-23 11:26,http://www.sohu.com/a/229140023_160687,在“证照分离”改革试点期间，河北省人民政府《关于开展“证照分离”改革试点工作方案的通知》(冀政字﹝2018﹞6号)中涉及的12个小餐饮登记证核发改为备案的“证照分离”改革试点地区，未取得主体资格证明文件并正常经营的个体幼儿园，办理小餐饮备案卡，主体业态为小餐饮（幼儿园）
美国纳税季结束，比特币较月初反弹40%,2018-04-23 11:25,http://www.sohu.com/a/229138513_130887,lee上周表示，随着美国个税申报季结束，数字货币价格又将重新走高
IMF副总裁支持日本观点 认为TPP优于双边协议,2018-04-23 11:25,http://www.sohu.com/a/229138236_538698,国际货币基金（imf）副总裁古泽满宏支持日本呼吁美国重新加入跨太平洋伙伴关系协定（tpp）的看法，称tpp这类多边协定在解决贸易失衡上优于双边协议
收益率曲线趋平暗示经济衰退征兆？联储：不必担心,2018-04-23 11:24,http://www.sohu.com/a/229137998_538698,明尼亚波利斯联储主席卡什卡利上周五在接受cnbc采访时表示，收益率曲线趋平就是“黄灯在闪烁”，是美联储应该停止升息的警讯，以免刹车踩得过快，使经济有落入衰退之虞
国产第一艘航母在拖轮的协助下 离开泊位,2018-04-23 11:24,http://finance.sina.com.cn/china/gncj/2018-04-23/doc-ifzqvvrz7085879.shtml,（新浪财经注：此前环球时报报道称，多家媒体猜测，国产航母可能将于4月23日海军节这天进行首次海试
今年实现5.5%失业率目标是否有压力？就业市场最大问题是什么？,2018-04-23 11:24,http://www.sohu.com/a/229138227_614005,除此之外，随着中国老龄化的不断加剧，更多的70后和80后占据的市场可能会挤占不少后辈的位置，因而年龄结构的变化也相应的带来实业方面的压力，最后性别方面，由于女性社会地位，受教育程度的提高，也让更多的人走入社会，参与到岗位竞争
肖亚庆：必须突出主业开展央企并购重组,2018-04-23 11:23,http://www.sohu.com/a/229137972_118622,所以，在长期发展的过程中必须明确在国际化经营中主业的发展目标和重点，坚定不移聚焦主业、突出主业开展并购重组和专业化整合，推动技术、人才、资本等各类资源要素向主业集中，不断增强核心业务的资源配置效率、盈利能力和市场竞争力
金山惠民村镇银行屡次迟报错报统计报表 被罚款25万,2018-04-23 11:21,http://www.sohu.com/a/229137811_639898,根据处罚信息显示，2016年至2017年，上海金山惠民村镇银行报送非现场监管统计报表屡次发生迟报、错报，严重影响了辖内银行业统计数据的准确性和及时性
纪念流通改革开放40周年系列活动启动,2018-04-23 11:20,http://www.sohu.com/a/229137538_114731,"启动仪式上,中国商业经济学会新任会长马龙龙教授表示,中国商业经济学会和中国流通三十人论坛(g30)在未来两年将以“流通改变中国”为主题,围绕消费结构升级与流通供给侧改革、科技创新与新零售动力、共享经济与新商业生态、自贸区(港)建设与现代服务业示范、跨界融合与新产业联盟等五个单元,联合社会优势资源,组织一系列研究、交流、合作和示范推进活动"
交易商：欧元/美元4月23日交易策略,2018-04-23 11:19,http://www.sohu.com/a/229137440_119759,上行方面，欧元只有重返1.2324/29上方才暗示跌势已经形成低点，可能存在进一步走强至1.2353/59的风险，不过1.2395/00应该会抑制涨势
闵行上银办理部分无真实背景票据业务 被罚款30万,2018-04-23 11:19,http://www.sohu.com/a/229137075_639898,根据处罚信息显示，2016年至2017年，上海闵行上银村镇银行为严格审查票据贸易背景真实性，办理了部分无真实贸易背景的票据业务，上海银监局依据《中华人民共和国银行业监督管理办法》第四十六条第（五）项，责令闵行上银村镇银行改正，并处罚款30万元
华夏幸福答上交所“18问” 其董秘称无须过度解读,2018-04-23 11:19,http://www.sohu.com/a/229137407_118622,6、问：请公司补充披露结合公司房地产开发业务的区域分布、行业可比公司情况，说明房地产开发业务收入下降的原因
昔日徐翔资产要收编？接盘侠竟是同城兄弟，旗下掌控一家A股公司,2018-04-23 11:18,http://www.sohu.com/a/229139604_100023965,公告显示，宁波中百近日收到宁波鹏渤投资有限公司拟向公司全体股东发起部分要约的函，该函中明确要约形式为部分要约，本次要约收购不以终止公司的上市地位为目的
一季度第一产业投资增速达24.2% 大幅高于二三产业,2018-04-23 11:17,http://www.sohu.com/a/229136783_123753,魏百刚表示，今年以来，第一产业固定资产投资确实是快速增长，增速大幅高于二三产业的增速，这是一个好现象，农业农村发展当中缺钱、缺人才，所以投资增加对农业农村发展是非常有利的，我们分析，有这么几个方面的原因：
同有科技董事长做庄自家股票？ 公司回应：在积极核实 |新京报财讯,2018-04-23 11:15,http://www.sohu.com/a/229136480_114988,同有科技表示，周泽湘先生自公司上市以来，未曾减持过公司股票
平安好医生5月4日挂牌，市值或将达542亿港元~585亿港元,2018-04-23 11:13,http://www.sohu.com/a/229136094_118792,除了平安好医生之外，丁香园、微医等互联网医疗平台都在蓄势待发，目前，互联网医疗上市潮已经开启，2018年或将成为互联网医疗平台集中上市的元年
电子社保卡上线，不只是把证件信息搬上“网”| 新京报快评,2018-04-23 11:11,http://www.sohu.com/a/229138455_616821,这可有效降低民众的领取和接入成本，像第三方支付已经普及，多数人无需再另外下载服务应用即可获取电子证件
北京住建委回应“万科高价自持租赁房”：只许租不许售 不能获得产权,2018-04-23 11:11,http://www.sohu.com/a/229135976_222256,针对北京万科翡翠书院“月租金最低1.5万、10年租金180万元起”的报道引发的关注和议论，北京市住建委相关负责人近日表示，竞自持租赁住房，企业只许租不许售
网店店主、模特、主播：新形态的就业也该被一视同仁 | 新京报专栏,2018-04-23 11:11,http://www.sohu.com/a/229138560_616821,以新零售为代表的互联网科技创造的新就业形态，拓宽了社会就业面，对接了缓解结构性失业之需
同有科技董事长做庄自家股票？ 公司回应:在积极核实,2018-04-23 11:10,http://finance.sina.com.cn/stock/s/2018-04-23/doc-ifzqvvrz6978341.shtml,2017年12月，同有科技公告称，基于对公司未来发展前景的信心以及对公司价值的认可，周泽湘先生12月21日、12月28日、12月29日通过深圳证券交易所证券交易系统增持了公司部分股份
曾志敏：中兴制裁案与中美贸易战的实质,2018-04-23 11:10,http://www.sohu.com/a/229142096_550967,从近期动作来看，美国正动用一系列的组合拳，大力巩固它位于全球科技创新经济制高点的地位，全面延缓中国在关键科技创新领域发展的步伐
众怒难息！大韩航空高管将立即辞职,2018-04-23 11:08,http://www.sohu.com/a/229135951_561670,据了解，赵亮镐还有一名儿子赵源泰，也是“劣迹斑斑”，曾因违反交规撞倒70多岁老太太而受到指责，还因经营纠纷对抗议民众飙粗口，兄妹三人比着“坑爹”，将大韩航空推向舆论的风口浪尖
加息周期中的美元贬值,2018-04-23 11:06,http://www.sohu.com/a/229139829_523315,三是展望未来，如果全球不发生大的经济金融或地缘政治等风险事件，联储加息周期仍将伴随着美元走弱趋势，这客观上有助于人民币汇率的稳中趋升
努钦:IMF需处理外部失衡、贸易壁垒和知识产权问题,2018-04-23 11:05,http://finance.sina.com.cn/stock/usstock/c/2018-04-23/doc-ifzqvvrz6937457.shtml,“imf必须着手开始处理这个问题，发出强有力的声音，并在成员国维持促进不公平竞争优势或导致失衡增长的宏观经济、外汇及贸易政策的情况下，持之以恒地指出问题所在
2018年4月23日FX168汇市早自习,2018-04-23 11:05,http://www.sohu.com/a/229135513_119759,欧洲股市周五（4月20日）收盘相对持平，投资者消化了一批新的企业收益，同时密切关注海外市场动向
一张图告诉你 对冲基金眼下究竟有多看涨欧元,2018-04-23 11:04,http://www.sohu.com/a/229135447_119759,fx168财经报社(香港)讯 彭博周一(4月23日)撰文称，最新的美国商品期货交易委员会(cftc)数据显示，投机人士并未理会欧元区经济数据的恶化，欧元看涨头寸创下纪录高位
IBM大中华区董事长陈黎明：中兴被制裁是个案，企业国际化需合规,2018-04-23 11:03,http://www.sohu.com/a/229134902_100001551,4月23日，在2018年中国绿公司年会上，元丰资本创始人吴军和ibm大中华区董事长陈黎明在智能商业时代的讨论中就中兴被美国商务部制裁一事表达了自己了观点
日本电通每月给员工增加一天假期 从6月开始试行,2018-04-23 11:01,http://www.sohu.com/a/229134834_114731,"人民网东京4月23日电 据《朝日新闻》网站报道,日本电通16日宣布称,将从6月开始面向所有员工试行“每月增加一天休息日”的新制度"
债市继续回调 货币政策是否迎来拐点关键看本周,2018-04-23 11:01,http://www.sohu.com/a/229134657_130887,华创宏观团队也提到，流动性宽松利好债市，但宏观稳杠杆的政策背景下， 央行主动引导流动性宽松和政策面再次刺激都难以兑现，降准也不应理解为政策转向，结合当前的基本面，二季度商品表现会明显强于一季度，债市则将承受来自基本面的调整压力
A股69芯片概念股总市值不抵美三巨头 靠政府补助盈利,2018-04-23 11:00,http://finance.sina.com.cn/stock/marketresearch/2018-04-23/doc-ifzqvvrz6896256.shtml,据中泰证券研报梳理，国内存储芯片设计龙头是兆易创新、国产gpu龙头是景嘉微、半导体分立器件龙头是扬杰科技、led芯片龙头是三安光电、国内idm优质企业是士兰微、国产半导体设备龙头是北方华创、目前国内领先的集成电路芯片设计和系统集成解决方案供应商是紫光国芯、国内高性能计算的龙头企业是中科曙光、嵌入式处理器芯片领先企业是北京君正、国内优质的ic设计公司是中颖电子、全球生物识别芯片领先企业是汇顶科技、国产半导体封测龙头是长电科技
乐视网再度大跌，为何每次价格腾飞都被压下去？,2018-04-23 11:00,http://www.sohu.com/a/229134547_102150,其中，第一次价格腾飞，是今年3月12日至14日，乐视网股价短期出现超过20%的涨幅，但3月14日收盘后股价遭到停牌核查的压力，且面临融创中国孙宏斌的辞职因素影响，3月16日乐视网却出现了一字板跌停的走势，并在两个交易日时间内跌回3月12日起步点，而后步入阴跌过程，到了今年4月16日，乐视网股价再度回到4.08元的位置，一轮调整之后，股价累计最大跌幅达到40%
把时间集中在估值上，而不是预测上,2018-04-23 10:59,http://www.sohu.com/a/229134467_313170,这也是价值投资在过去100年中发挥作用的原因
证监会拟允许内地机构使用香港证券投资咨询服务,2018-04-23 10:59,http://finance.sina.com.cn/stock/hkstock/2018-04-23/doc-ifzqvvrz6884735.shtml,允许内地证券公司或者其从事发布证券研究报告业务的子公司，将香港机构发布的就港股通股票提供投资分析意见的证券研究报告转发给客户
把时间集中在估值上，而不是预测上,2018-04-23 10:59,http://www.sohu.com/a/229134709_313170,这也是价值投资在过去100年中发挥作用的原因
五年后世界电动飞机市场规模将超1.2亿美元,2018-04-23 10:56,http://www.sohu.com/a/229133868_115926,报告预测，世界电动飞机市场规模将从2018年的9930万美元（估计值）增长至2023年的1.218亿美元，2018年至2023年的年复合增长率为4.17%
雄安新区概念走弱 万方发展跌停,2018-04-23 10:55,http://finance.sina.com.cn/stock/jsy/2018-04-23/doc-ifzqvvrz6851421.shtml,雄安新区板块走弱，此前涨幅一度达到1%，目前雄安新区指数下跌0.32%，个股方面，万方发展跌停，建科院跌8.77%，京汉股份跌逾7%，渤海股份、 创业环保、沧州明珠跌逾6%
百姓网：精装房成租房首选 家具租赁或将走俏,2018-04-23 10:55,http://www.sohu.com/a/229133598_115239,据了解，现在市场上已经有租赁企业包括一部分大家具品牌也在尝试二手家具的回收租赁，开启共享家具模式，由家具厂商提供成品家具，租赁商为租房白领及房主提供租赁维修服务，实现家具回收共享
房企榜单掺水:蓝光发展“157亿数据消失”背后三猜想,2018-04-23 10:54,http://www.sohu.com/a/229133564_120702,新浪财经研读蓝光发展年报，寻找“失真数据”背后的动因
国务院：刘鹤不再兼任发改委副主任职务,2018-04-23 10:52,http://finance.sina.com.cn/china/gncj/2018-04-23/doc-ifzqvvrz6832728.shtml,国务院任免张际文、周柳军、邓波清、曲云海、刘鹤、庄荣文等职务
5G概念纷纷走强 中国联通涨逾7%,2018-04-23 10:51,http://finance.sina.com.cn/stock/e/2018-04-23/doc-ifzqvvrz6826569.shtml,此外，中国科学院自动化研究所王东琳团队日前正式对外宣布，其历时九年研制出了具有自主知识产权的5g通信设备强大“心脏”——ucp（通用通信芯片）内核，在计算能力和性能功耗比方面具有国际领先水平
"中兴""求人不如求己"" 近40家上市公司称连带影响很…",2018-04-23 10:50,http://finance.sina.com.cn/stock/usstock/c/2018-04-23/doc-ifzqvvrz6817832.shtml,据《证券日报》记者不完全统计，风华高科、长盈精密、润建通信等近40家上市公司明确表示，公司与中兴通讯的合作规模较小，中兴通讯被制裁一事对公司影响可以忽略
5G板块快速走强 吉大通信涨停,2018-04-23 10:50,http://finance.sina.com.cn/stock/e/2018-04-23/doc-ifzqvvrz6817559.shtml,23日早盘，5g板块快速走强
5G概念纷纷走强 中国联通涨逾7%,2018-04-23 10:50,http://finance.sina.com.cn/stock/jsy/2018-04-23/doc-ifzqvvrz6816246.shtml,此外，中国科学院自动化研究所王东琳团队日前正式对外宣布，其历时九年研制出了具有自主知识产权的5g通信设备强大“心脏”——ucp（通用通信芯片）内核，在计算能力和性能功耗比方面具有国际领先水平
一季度净利增374.75% 中国联通成交14亿强势涨停,2018-04-23 10:50,http://finance.sina.com.cn/stock/gujiayidong/2018-04-23/doc-ifzqvvrz6815915.shtml,中国联通4月20日晚间披露一季报，今年一季度实现营收749.35亿元，同比增长8.59%
【外媒报中国】彭博社：金融市场的报复行动对中国不利,2018-04-23 10:49,http://www.sohu.com/a/228054819_617943,中国人民银行行长易纲4月11日宣布，中国将允许外资与国内公司在国内金融领域进行平等竞争
实控人违规占用资金、半年报财务造假 三凯股份被证监局警示,2018-04-23 10:48,http://www.sohu.com/a/229133020_639898,截至2017年6月末，欧阳伟、郑云凤两名股东共计非经营性占用三凯股份资金4600万元，且尚未归还，构成股东占用公司资金，且未及时履行决策程序和信息披露义务，违反了《非上市公众公司监督管理办法》有关规定
国民技术未披露签订协议事项 45位股民发起维权,2018-04-23 10:48,http://finance.sina.com.cn/stock/investvq/2018-04-23/doc-ifzqvvrz6799198.shtml,宋一欣律师索赔条件初步确定为：在2015年11月9日至2017年12月14日间买卖并持有国民技术股票且存在亏损，且在2017年12月15日及之后卖出或继续持有者，均可提起维权诉讼
【外媒报中国】金融时报：特朗普不按常理出牌，中国猝不及防,2018-04-23 10:47,http://www.sohu.com/a/228432975_617943,特朗普4月13日的举动再次令中国猝不及防，他宣布将美国考虑重新加入跨太平洋伙伴关系协议
雄安新区概念走弱 万方发展跌停,2018-04-23 10:47,http://finance.sina.com.cn/stock/e/2018-04-23/doc-ifzqvvrz6791938.shtml,雄安新区板块走弱，此前涨幅一度达到1%，目前雄安新区指数下跌0.32%，个股方面，万方发展跌停，建科院跌8.77%，京汉股份跌逾7%，渤海股份、 创业环保、沧州明珠跌逾6%
【外媒报中国】彭博社：中美贸易冲突升级，双方各自寻求支持,2018-04-23 10:46,http://www.sohu.com/a/228906322_617943,：【外媒报中国】彭博社：中美贸易冲突升级，双方各自寻求支持
法铁法航职工持续罢工 旅游业受影响损失惨重,2018-04-23 10:45,http://www.sohu.com/a/229132177_123753,法国国营铁路公司(sncf)和法航职工号召23日和24日继续罢工
海南：确保建设用地总量在现有基础上不增加,2018-04-23 10:44,http://finance.sina.com.cn/roll/2018-04-23/doc-ifzqvvrz6771568.shtml,各市县在办理商品住宅用地出让、规划许可和预售许可之前，须征求海南省国土资源厅、省规划委员会、省住房城乡建设厅等省级行业主管部门意见
IMF副总裁支持日本观点 认为TPP优于双边协议,2018-04-23 10:43,http://finance.sina.com.cn/stock/usstock/c/2018-04-23/doc-ifzqvvrz6763457.shtml,日本希望特朗普重新考虑之前做出的让美国退出tpp的决定，而且不愿应华盛顿的要求与美国开启双边贸易协定谈判，担心这可能会使日本面临开放农业等市场的压力
一季度净利增374.75% 中国联通涨7%带动5G板块…,2018-04-23 10:43,http://finance.sina.com.cn/stock/gujiayidong/2018-04-23/doc-ifzqvvrz6761790.shtml,中国联通4月20日晚间披露一季报，今年一季度实现营收749.35亿元，同比增长8.59%
特朗普下一波1000亿美元商品加征关税的尴尬：沃尔玛还是苹果背锅？,2018-04-23 10:42,http://www.sohu.com/a/229133470_114835,但路透社对中国进口产品的分析表明，为了迅速达到价值1000亿美元的商品加征关税，特朗普可能不得不针对手机，电脑，玩具，服装，鞋类，家具和其它消费品，促使美国零售商提高价格
宗庆后曝猛料：施一公请辞清华副校长是因还不起房贷,2018-04-23 10:41,http://finance.sina.com.cn/china/gncj/2018-04-23/doc-ifzqvvrz6746206.shtml,大家也知道facebook这个东西，它能出现并没有什么了不起的，这个东西要是在中国出现的话，它有可能被拷贝抄袭多遍，不要说原创人会被抛弃，连最先的抄袭者也会家破人亡，被抛弃了
一季度农业农村经济实现“开门红” 农民收入同增6.8%,2018-04-23 10:41,http://www.sohu.com/a/229131771_120702,农业农村部发展计划司司长魏百刚表示，一季度农业农村经济运行开局良好，第一产业增加值和农村居民人均可支配收入延续“双增长”的势头，实现了“开门红”
金价站在大跌边缘？机构最新现货黄金技术前景分析,2018-04-23 10:40,http://www.sohu.com/a/229131827_119759,"知名外汇网站fxstreet分析师omkar godbole周一最新撰文称，今日现货金最低一度触及1,331美元/盎司，为4月10日以来最低水平，此前金价在4月18日触及1,355.72美元/盎司"
传统媒体融合发展，变身有态度的中国正能量,2018-04-23 10:38,http://www.sohu.com/a/229131515_313170,2017年12月相比2016年12月，传统新闻媒体客户端用户规模中女性占比增长13.8%，31-35岁用户增长9.5%，增势超过新闻类媒体整体增长率
